Project Code,Database,Dealer,Cloud Partner,Training Provided,tenure,Recently updated,Catalog Type,Region,Licence Security,Catalog Locking,Licence Protection,TechSupport,Cloud Pulished,GSV added,Contract,PaperlessBilling,PaymentMethod,MonthlyHours,TotalHours,Churn
3445-HXXGF,Common,1,Yes,No,58,No,Countertop,ROAP,No,Yes,Yes,No,No,Yes,T&M,Yes,Electronic check,45.3,2651.2,Yes
1159-WFSGR,DFM,0,Yes,Yes,16,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Electronic check,20.4,321.4,No
7654-YWJUF,Common,0,Yes,No,43,Yes,Cabinetry,North America,Yes,No,Yes,Yes,No,No,AMC,Yes,Bank transfer (automatic),84.25,3539.25,No
1875-QIVME,DFM,0,Yes,No,2,Yes,Appliance,North America,No,No,Yes,Yes,Yes,Yes,T&M,Yes,Electronic check,104.4,242.8,Yes
6727-IOTLZ,Common,0,Yes,No,14,Yes,Cabinetry,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Mailed check,81.95,1181.75,No
0691-JVSYA,DFM,0,Yes,No,53,Yes,Cabinetry,North America,No,No,Yes,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),94.85,5000.2,Yes
5918-VUKWP,DFM,0,No,No,32,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Bank transfer (automatic),20.55,654.55,No
1744-JHKYS,DFM,0,Yes,No,34,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Electronic check,24.7,780.2,No
2656-FMOKZ,DFM,1,No,No,15,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Mailed check,74.45,1145.7,Yes
2070-FNEXE,DFM,1,No,No,7,Yes,Cabinetry,North America,Yes,No,No,No,No,No,T&M,No,Bank transfer (automatic),76.45,503.6,Yes
5947-SGKCL,DFM,0,Yes,Yes,15,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Bank transfer (automatic),105.35,1559.25,No
3712-PKXZA,Common,0,Yes,No,61,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,Yes,Credit card (automatic),20.55,1252,No
6317-YPKDH,DFM,0,No,No,1,No,Countertop,ROAP,No,Yes,No,No,No,No,T&M,No,Bank transfer (automatic),29.95,29.95,Yes
6582-OIVSP,DFM,0,No,No,1,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,No,Mailed check,45.3,45.3,No
9367-WXLCH,Common,0,No,No,8,Yes,Appliance,North America,No,No,No,No,No,Yes,T&M,No,Bank transfer (automatic),84.5,662.65,Yes
5524-KHNJP,Common,0,Yes,Yes,33,Yes,Cabinetry,ROAP,Yes,No,Yes,No,Yes,Yes,AMC,No,Credit card (automatic),74.75,2453.3,No
1918-ZBFQJ,DFM,0,No,No,13,Yes,Cabinetry,North America,No,Yes,Yes,No,No,No,T&M,Yes,Electronic check,79.25,1111.65,Yes
1024-GUALD,DFM,0,Yes,No,1,No,Countertop,ROAP,No,No,No,No,No,No,T&M,Yes,Electronic check,24.8,24.8,Yes
4827-USJHP,Common,0,No,No,20,Yes,Cabinetry,ROAP,No,Yes,No,No,No,No,T&M,Yes,Mailed check,51.8,1023.85,No
8167-GJLRN,Common,0,No,No,3,No,Countertop,ROAP,No,No,No,Yes,No,No,T&M,No,Electronic check,30.4,82.15,No
0956-SYCWG,DFM,0,No,No,13,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Electronic check,19.65,244.8,No
8017-UVSZU,DFM,0,Yes,No,40,Yes,Appliance,ROAP,No,Yes,No,No,No,No,T&M,No,Credit card (automatic),56.6,2379.1,No
7100-FQPRV,Common,0,Yes,Yes,43,Yes,Appliance,ROAP,Yes,No,No,Yes,No,Yes,AMC,Yes,Credit card (automatic),71.9,3173.35,No
2472-OVKUP,Common,0,Yes,No,6,Yes,Cabinetry,North America,No,Yes,Yes,No,No,Yes,T&M,Yes,Electronic check,91,531,Yes
2984-RGEYA,DFM,0,Yes,Yes,69,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),19.75,1375.4,No
9680-NIAUV,DFM,0,Yes,Yes,72,Yes,Appliance,North America,Yes,Yes,Yes,No,Yes,Yes,Fixed Price,No,Credit card (automatic),109.7,8129.3,No
2146-EGVDT,Common,0,Yes,Yes,59,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),19.3,1192.7,No
2604-IJPDU,DFM,0,Yes,No,20,Yes,Cabinetry,North America,Yes,Yes,No,Yes,Yes,No,T&M,Yes,Electronic check,96.55,1901.65,No
9178-JHUVJ,Common,0,Yes,Yes,24,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Bank transfer (automatic),24.1,587.4,No
6168-YBYNP,Common,0,No,No,59,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,T&M,Yes,Electronic check,111.35,6519.75,No
7255-SSFBC,Common,0,Yes,Yes,72,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),112.25,8041.65,No
3645-DEYGF,Common,0,No,Yes,1,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.75,20.75,No
9323-HGFWY,DFM,0,Yes,No,27,Yes,Cabinetry,North America,Yes,No,No,Yes,Yes,Yes,AMC,Yes,Credit card (automatic),101.9,2681.15,No
8544-GOQSH,DFM,0,No,No,14,Yes,Cabinetry,North America,No,Yes,No,Yes,No,No,T&M,Yes,Credit card (automatic),80.05,1112.3,No
3363-DTIVD,Common,0,Yes,Yes,71,Yes,Appliance,North America,Yes,No,Yes,No,Yes,Yes,Fixed Price,No,Electronic check,105.55,7405.5,No
7018-WBJNK,Common,0,No,Yes,13,Yes,Cabinetry,North America,No,No,No,No,Yes,No,T&M,Yes,Credit card (automatic),78.3,1033.95,No
9142-KZXOP,Common,0,No,No,44,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Credit card (automatic),68.85,2958.95,No
7674-YTAFD,DFM,0,No,No,33,Yes,Cabinetry,North America,No,Yes,No,Yes,No,No,AMC,Yes,Bank transfer (automatic),79.95,2684.85,No
6348-SNFUS,Common,0,Yes,Yes,72,No,Countertop,ROAP,Yes,Yes,Yes,Yes,No,Yes,Fixed Price,Yes,Credit card (automatic),55.45,4179.2,No
1285-OKIPP,Common,0,No,No,1,Yes,Cabinetry,North America,No,No,No,No,No,Yes,T&M,No,Electronic check,79.9,79.9,Yes
7825-ECJRF,DFM,0,No,No,19,Yes,Cabinetry,North America,Yes,No,Yes,Yes,Yes,Yes,T&M,Yes,Electronic check,106.6,1934.45,Yes
1347-KTTTA,Common,0,Yes,No,64,Yes,Cabinetry,North America,No,Yes,Yes,Yes,Yes,Yes,AMC,Yes,Credit card (automatic),102.45,6654.1,No
7841-TZDMQ,Common,0,No,No,2,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Credit card (automatic),46,84.5,Yes
4195-NZGTA,DFM,0,No,No,1,No,Countertop,ROAP,No,No,No,No,No,No,T&M,No,Electronic check,25.25,25.25,No
7157-SMCFK,Common,0,No,Yes,61,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.75,1124.2,No
4709-LKHYG,DFM,0,Yes,Yes,29,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Electronic check,20,540.05,No
2504-DSHIH,Common,1,Yes,No,23,Yes,Appliance,North America,No,No,No,No,No,Yes,T&M,No,Electronic check,86.8,1975.85,No
0699-NDKJM,DFM,0,Yes,No,57,No,Countertop,ROAP,Yes,Yes,Yes,No,Yes,Yes,T&M,Yes,Bank transfer (automatic),58.75,3437.45,No
9286-BHDQG,Common,0,Yes,Yes,72,No,Countertop,ROAP,Yes,Yes,Yes,Yes,No,No,Fixed Price,No,Credit card (automatic),45.25,3139.8,No
0230-WEQUW,Common,0,Yes,No,66,No,Countertop,ROAP,Yes,Yes,Yes,Yes,Yes,No,Fixed Price,Yes,Bank transfer (automatic),56.6,3789.2,No
2040-LDIWQ,Common,0,Yes,Yes,65,Yes,Appliance,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),84.2,5324.5,No
6496-JDSSB,DFM,0,No,No,8,Yes,Cabinetry,North America,No,No,No,No,Yes,No,T&M,Yes,Bank transfer (automatic),80,624.6,No
9408-SSNVZ,DFM,0,No,No,4,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,70.15,268.35,Yes
4443-EMBNA,DFM,0,Yes,No,71,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),24.75,1836.9,No
6469-MRVET,Common,0,Yes,Yes,1,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,Yes,Electronic check,20.2,20.2,No
0742-MOABM,Common,0,Yes,No,4,Yes,Cabinetry,ROAP,No,No,No,Yes,No,No,T&M,No,Mailed check,50.05,179.35,Yes
5961-VUSRV,DFM,0,No,No,12,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,Yes,Bank transfer (automatic),19.35,219.35,No
6778-JFCMK,Common,0,No,No,24,No,Countertop,ROAP,Yes,No,No,No,Yes,Yes,AMC,Yes,Mailed check,50.6,1288.75,No
6341-JVQGF,DFM,0,Yes,Yes,31,Yes,Cabinetry,ROAP,Yes,No,Yes,Yes,Yes,Yes,AMC,Yes,Mailed check,81.15,2545.75,No
2232-DMLXU,DFM,0,Yes,No,1,Yes,Cabinetry,ROAP,No,No,No,No,Yes,No,T&M,No,Mailed check,55.2,55.2,Yes
4811-JBUVU,Common,0,No,No,30,Yes,Appliance,North America,No,No,No,Yes,No,Yes,T&M,Yes,Credit card (automatic),89.9,2723.15,No
0945-TSONX,DFM,0,Yes,Yes,47,Yes,Appliance,ROAP,Yes,Yes,No,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),85.3,4107.25,No
2651-ZCBXV,Common,0,No,No,54,Yes,Appliance,North America,Yes,Yes,No,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),108,5760.65,No
3316-UWXUY,Common,0,No,No,50,Yes,Cabinetry,North America,Yes,Yes,No,Yes,No,Yes,T&M,Yes,Credit card (automatic),93.5,4747.5,No
8937-RDTHP,Common,0,No,No,1,Yes,Cabinetry,North America,Yes,No,No,No,No,Yes,T&M,Yes,Mailed check,84.6,84.6,Yes
7083-MIOPC,DFM,0,No,No,72,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),20.25,1566.9,No
1984-GPTEH,DFM,0,No,No,29,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Electronic check,25.15,702,No
1251-KRREG,Common,0,No,No,2,Yes,Appliance,ROAP,No,Yes,No,No,No,No,T&M,Yes,Mailed check,54.4,114.1,Yes
0621-JFHOL,DFM,0,No,No,10,No,Countertop,ROAP,No,No,No,Yes,No,No,Fixed Price,Yes,Mailed check,29.6,299.05,No
9903-LYSAB,Common,0,Yes,No,18,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,73.15,1305.95,No
0094-OIFMO,DFM,1,No,No,11,Yes,Cabinetry,North America,No,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,95,1120.3,Yes
9227-UAQFT,Common,0,No,No,16,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.75,284.35,No
7301-ABVAD,DFM,0,No,No,72,Yes,Appliance,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Bank transfer (automatic),86.6,6350.5,No
6614-FHDBO,Common,0,No,No,72,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Bank transfer (automatic),109.2,7878.3,No
7576-ASEJU,DFM,0,Yes,Yes,41,Yes,Cabinetry,ROAP,Yes,No,No,Yes,Yes,Yes,AMC,Yes,Credit card (automatic),74.7,3187.65,No
9058-HRZSV,DFM,1,Yes,No,65,Yes,Cabinetry,North America,Yes,Yes,Yes,No,No,Yes,T&M,No,Electronic check,94.4,6126.15,No
4522-AKYLR,DFM,1,No,No,13,Yes,Cabinetry,ROAP,No,Yes,Yes,No,No,No,T&M,Yes,Electronic check,54.8,731.3,No
0221-WMXNQ,Common,1,No,No,4,Yes,Cabinetry,North America,Yes,No,No,No,No,No,T&M,No,Electronic check,75.35,273.4,No
0303-UNCIP,Common,0,No,No,41,Yes,Appliance,ROAP,No,No,Yes,No,No,Yes,AMC,No,Mailed check,65,2531.8,No
9947-OTFQU,Common,1,No,No,15,Yes,Cabinetry,North America,No,Yes,No,No,No,No,T&M,Yes,Electronic check,74.4,1074.3,Yes
0322-YINQP,Common,0,No,No,1,Yes,Cabinetry,ROAP,Yes,No,No,No,No,No,T&M,Yes,Mailed check,48.55,48.55,Yes
0959-WHOKV,Common,0,No,No,42,Yes,Appliance,North America,Yes,Yes,Yes,No,No,Yes,AMC,Yes,Electronic check,99,4298.45,No
4075-JFPGR,DFM,0,Yes,No,51,Yes,Cabinetry,North America,Yes,Yes,Yes,No,Yes,No,AMC,Yes,Electronic check,93.5,4619.55,No
4629-NRXKX,DFM,0,Yes,Yes,2,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Electronic check,70.4,147.15,Yes
9514-JDSKI,Common,1,Yes,No,1,No,Countertop,ROAP,No,Yes,No,No,Yes,No,T&M,No,Electronic check,40.2,40.2,Yes
3282-ZISZV,Common,0,No,Yes,32,Yes,Appliance,ROAP,No,Yes,Yes,Yes,Yes,Yes,AMC,No,Credit card (automatic),83.7,2633.3,No
3675-YDUPJ,Common,0,No,No,10,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,19.85,193.05,No
4111-BNXIF,DFM,0,Yes,Yes,67,No,Countertop,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Electronic check,59.55,4103.9,No
7017-VFHAY,DFM,0,Yes,Yes,61,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),115.1,7008.15,No
6655-LHBYW,Common,0,No,No,50,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,AMC,No,Credit card (automatic),114.35,5791.1,No
4959-JOSRX,DFM,0,Yes,No,2,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Credit card (automatic),44.6,80.55,Yes
5046-NUHWD,DFM,1,Yes,No,29,No,Countertop,ROAP,Yes,No,Yes,No,No,Yes,T&M,Yes,Electronic check,45,1228.65,No
7273-TEFQD,Common,1,No,No,3,No,Countertop,ROAP,No,No,Yes,No,No,Yes,T&M,Yes,Electronic check,41.15,132.2,Yes
3606-TWKGI,Common,1,No,No,13,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,106.9,1364.3,Yes
7529-ZDFXI,Common,1,Yes,No,57,Yes,Appliance,North America,No,Yes,No,No,No,Yes,T&M,Yes,Electronic check,89.85,4925.35,No
7605-BDWDC,DFM,0,No,No,31,No,Countertop,ROAP,Yes,Yes,No,Yes,No,Yes,Fixed Price,Yes,Bank transfer (automatic),49.85,1520.1,No
1950-KSVVJ,DFM,0,Yes,No,45,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,AMC,No,Mailed check,113.3,5032.25,No
0123-CRBRT,DFM,0,Yes,Yes,61,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Mailed check,88.1,5526.75,No
6292-TOSSS,Common,0,No,No,50,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),24.9,1195.25,No
3197-ARFOY,DFM,1,No,No,19,Yes,Cabinetry,North America,Yes,Yes,No,Yes,Yes,Yes,T&M,Yes,Mailed check,105,2007.25,No
6323-AYBRX,Common,0,No,No,59,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.35,1099.6,Yes
7014-ZZXAW,DFM,0,Yes,No,71,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Credit card (automatic),24.25,1732.95,No
4385-GZQXV,DFM,1,No,No,16,Yes,Cabinetry,North America,No,No,No,Yes,Yes,Yes,T&M,Yes,Electronic check,94.45,1511.2,Yes
7633-MVPUY,Common,0,Yes,No,57,Yes,Cabinetry,ROAP,Yes,Yes,No,Yes,No,No,Fixed Price,Yes,Electronic check,59.75,3450.15,No
6366-ZGQGL,Common,0,No,No,1,No,Countertop,ROAP,No,No,No,No,No,No,T&M,No,Bank transfer (automatic),24.8,24.8,Yes
4716-HHKQH,Common,1,Yes,No,20,Yes,Appliance,North America,No,Yes,No,Yes,Yes,Yes,T&M,No,Electronic check,107.05,2172.05,No
5940-AHUHD,Common,0,No,No,1,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Mailed check,70.6,70.6,Yes
6432-TWQLB,Common,0,Yes,No,5,Yes,Appliance,North America,No,Yes,No,Yes,No,No,T&M,Yes,Electronic check,85.4,401.1,Yes
4484-GLZOU,DFM,0,Yes,No,52,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,105.05,5624.85,Yes
3179-GBRWV,Common,1,Yes,No,21,Yes,Cabinetry,ROAP,Yes,Yes,No,No,No,Yes,T&M,Yes,Bank transfer (automatic),64.95,1339.8,No
8645-KWHJO,Common,0,No,No,14,No,Countertop,ROAP,No,No,Yes,Yes,Yes,Yes,T&M,Yes,Electronic check,55,771.95,No
4130-MZLCC,DFM,0,No,No,5,Yes,Cabinetry,ROAP,No,Yes,No,No,No,No,T&M,No,Bank transfer (automatic),50.55,244.75,No
0314-TKOSI,DFM,0,No,No,6,Yes,Cabinetry,ROAP,Yes,Yes,No,No,No,No,T&M,No,Mailed check,55.15,322.9,No
8229-MYEJZ,DFM,0,No,No,10,Yes,Cabinetry,ROAP,No,Yes,No,No,No,No,T&M,No,Electronic check,51.2,498.25,No
2080-SRCDE,DFM,0,No,Yes,1,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,25.4,25.4,No
9577-WJVCQ,DFM,0,No,No,68,Yes,Appliance,ROAP,Yes,No,No,No,No,No,T&M,No,Mailed check,54.45,3687.75,No
9512-UIBFX,Common,0,Yes,Yes,18,Yes,Cabinetry,North America,No,No,Yes,No,Yes,Yes,T&M,No,Mailed check,95.15,1779.95,Yes
6202-DYYFX,DFM,0,No,No,22,Yes,Appliance,North America,No,No,No,No,No,No,AMC,Yes,Credit card (automatic),76,1783.6,No
3808-HFKDE,DFM,0,No,No,20,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Electronic check,44.35,927.15,No
5583-SXDAG,Common,0,Yes,No,1,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Electronic check,70,70,Yes
3488-PGMQJ,Common,1,No,No,8,Yes,Cabinetry,North America,No,Yes,No,No,No,No,T&M,Yes,Electronic check,74.5,606.55,Yes
3580-REOAC,Common,0,No,No,10,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Credit card (automatic),44.85,435.4,Yes
7534-BFESC,Common,1,No,No,24,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,76.1,1712.7,Yes
3727-OWVYD,Common,0,No,No,35,Yes,Cabinetry,ROAP,Yes,Yes,Yes,No,No,No,AMC,No,Mailed check,61.2,2021.2,No
2294-SALNE,Common,0,Yes,Yes,23,Yes,Cabinetry,North America,No,Yes,Yes,Yes,No,No,AMC,No,Mailed check,86.8,1940.8,No
4847-TAJYI,DFM,1,No,No,6,Yes,Cabinetry,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,89.35,567.8,No
1563-IWQEX,DFM,0,No,No,12,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.7,220.35,No
8203-XJZRC,Common,0,No,No,1,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.25,20.25,No
6556-DBKZF,DFM,0,Yes,Yes,71,Yes,Cabinetry,North America,No,No,Yes,No,No,No,Fixed Price,No,Electronic check,76.05,5436.45,No
6851-WEFYX,Common,1,Yes,No,35,Yes,Appliance,North America,No,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,100.8,3437.5,No
2985-JUUBZ,Common,0,Yes,Yes,40,Yes,Appliance,ROAP,No,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,74.55,3015.75,No
6390-DSAZX,DFM,0,No,Yes,1,Yes,Cabinetry,North America,Yes,No,No,No,No,No,T&M,Yes,Mailed check,73.6,73.6,Yes
0895-LMRSF,Common,0,No,No,23,Yes,Cabinetry,ROAP,No,No,No,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),64.9,1509.8,No
8098-LLAZX,DFM,1,No,No,4,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,95.45,396.1,Yes
8266-VBFQL,Common,0,No,No,4,Yes,Cabinetry,North America,No,No,Yes,Yes,No,Yes,T&M,Yes,Electronic check,90.4,356.65,No
8181-YHCMF,DFM,0,Yes,Yes,68,No,Countertop,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),60.3,4109,No
2240-HSJQD,Common,0,No,Yes,38,Yes,Appliance,North America,No,Yes,No,No,No,No,T&M,Yes,Mailed check,81.85,3141.7,No
1248-DYXUB,Common,0,Yes,Yes,52,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,24.8,1229.1,No
0265-EDXBD,Common,1,Yes,No,32,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,74.9,2303.35,Yes
4115-BNPJY,Common,0,Yes,Yes,29,Yes,Cabinetry,ROAP,No,No,Yes,Yes,Yes,Yes,Fixed Price,No,Mailed check,75.55,2054.4,No
3167-SNQPL,Common,1,Yes,Yes,38,Yes,Appliance,North America,No,Yes,No,No,Yes,Yes,T&M,No,Electronic check,101.15,3741.85,No
4091-TVOCN,Common,0,No,Yes,48,Yes,Appliance,ROAP,Yes,No,Yes,No,Yes,Yes,AMC,Yes,Credit card (automatic),78.75,3682.45,No
1098-TDVUQ,DFM,0,No,No,1,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Bank transfer (automatic),19.25,19.25,No
7277-OZCGZ,DFM,0,No,No,22,Yes,Cabinetry,North America,Yes,No,No,Yes,No,Yes,T&M,Yes,Electronic check,89.05,1886.25,No
1557-EMYVT,DFM,0,No,No,43,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),115.05,4895.1,No
2799-ARNLO,DFM,1,Yes,No,5,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,69.35,341.6,No
7563-BIUPC,Common,0,No,No,5,Yes,Cabinetry,North America,No,No,No,No,Yes,No,T&M,Yes,Electronic check,80.6,415.55,Yes
5027-YOCXN,Common,0,Yes,Yes,51,Yes,Appliance,North America,Yes,Yes,No,Yes,Yes,Yes,AMC,No,Credit card (automatic),110.05,5686.4,No
3973-SKMLN,Common,0,No,No,71,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Credit card (automatic),19.9,1355.1,No
2321-OMBXY,DFM,0,Yes,Yes,38,Yes,Cabinetry,ROAP,Yes,Yes,No,Yes,Yes,Yes,AMC,No,Credit card (automatic),80.3,3058.65,Yes
2840-XANRC,Common,1,Yes,No,24,Yes,Cabinetry,North America,No,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,93.15,2231.05,Yes
6745-JEFZB,Common,0,Yes,No,35,Yes,Appliance,North America,No,No,No,Yes,Yes,No,T&M,Yes,Credit card (automatic),91.5,3236.35,No
5020-ZSTTY,DFM,1,No,No,54,Yes,Appliance,ROAP,Yes,Yes,No,Yes,Yes,Yes,AMC,No,Bank transfer (automatic),82.45,4350.1,Yes
9880-TDQAC,DFM,0,Yes,Yes,72,No,Countertop,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Electronic check,60,4264,No
8705-WZCYL,Common,0,No,No,1,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Electronic check,44.8,44.8,No
7102-JJVTX,DFM,0,Yes,Yes,9,Yes,Cabinetry,ROAP,Yes,No,No,No,No,No,AMC,No,Mailed check,48.6,422.3,No
8626-PTQGE,Common,0,No,No,69,No,Countertop,ROAP,Yes,Yes,No,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),60.05,4176.7,No
4983-CLMLV,DFM,0,Yes,No,52,Yes,Appliance,North America,No,Yes,No,Yes,Yes,Yes,T&M,Yes,Credit card (automatic),102.7,5138.1,No
5701-YVSVF,DFM,1,Yes,No,11,Yes,Cabinetry,North America,No,No,No,Yes,Yes,No,T&M,Yes,Electronic check,82.9,880.05,No
5804-LEPIM,DFM,1,No,No,2,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,70.35,139.05,Yes
5697-GOMBF,DFM,1,Yes,Yes,28,No,Countertop,ROAP,No,No,No,No,Yes,No,T&M,Yes,Electronic check,35.9,973.65,No
2739-CACDQ,DFM,1,No,No,17,Yes,Appliance,North America,No,No,Yes,No,No,No,T&M,Yes,Credit card (automatic),82.65,1470.05,No
9385-EHGDO,DFM,0,Yes,Yes,35,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Mailed check,19.85,739.35,No
9498-FIMXL,DFM,0,No,No,8,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,Yes,Mailed check,19.2,161.95,No
2379-GYFLQ,Common,0,No,No,46,Yes,Appliance,North America,No,Yes,Yes,No,Yes,No,AMC,Yes,Credit card (automatic),94.9,4422.95,No
0122-OAHPZ,DFM,0,No,No,7,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,73.85,511.25,Yes
2868-SNELZ,DFM,0,No,No,2,Yes,Appliance,North America,No,No,Yes,No,No,No,T&M,No,Mailed check,80.6,155.8,Yes
4322-RCYMT,Common,0,Yes,Yes,68,Yes,Appliance,ROAP,No,Yes,Yes,Yes,No,Yes,AMC,Yes,Bank transfer (automatic),75.8,5293.95,Yes
6680-NENYN,DFM,0,No,No,43,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,Fixed Price,Yes,Electronic check,104.6,4759.85,Yes
2088-IEBAU,DFM,0,No,No,68,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Electronic check,88.15,6148.45,No
7982-VCELR,DFM,0,No,No,36,Yes,Cabinetry,North America,No,Yes,No,No,Yes,Yes,T&M,Yes,Credit card (automatic),94.8,3565.65,No
