,Database,Dealer,Cloud Partner,Training Provided,Recently updated,Catalog Type,Region,Licence Security,Catalog Locking,Licence Protection,TechSupport,Cloud Pulished,GSV added,Contract,PaperlessBilling,PaymentMethod,MonthlyHours,TotalHours,Churn,tenure_group
175,DFM,0,Yes,No,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Electronic check,24.7,780.2,0,25 - 36
176,DFM,1,No,No,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Mailed check,74.45,1145.7,1,13 - 24
177,DFM,1,No,No,Yes,Cabinetry,North America,Yes,No,No,No,No,No,T&M,No,Bank transfer (automatic),76.45,503.6,1,1 - 12
178,DFM,0,Yes,Yes,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Bank transfer (automatic),105.35,1559.25,0,13 - 24
179,Common,0,Yes,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,Yes,Credit card (automatic),20.55,1252.0,0,61 - 72
180,DFM,0,No,No,No,Countertop,ROAP,No,Yes,No,No,No,No,T&M,No,Bank transfer (automatic),29.95,29.95,1,1 - 12
181,DFM,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,No,Mailed check,45.3,45.3,0,1 - 12
182,Common,0,No,No,Yes,Appliance,North America,No,No,No,No,No,Yes,T&M,No,Bank transfer (automatic),84.5,662.65,1,1 - 12
183,Common,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,No,Yes,No,Yes,Yes,AMC,No,Credit card (automatic),74.75,2453.3,0,25 - 36
184,DFM,0,No,No,Yes,Cabinetry,North America,No,Yes,Yes,No,No,No,T&M,Yes,Electronic check,79.25,1111.65,1,13 - 24
185,DFM,0,Yes,No,No,Countertop,ROAP,No,No,No,No,No,No,T&M,Yes,Electronic check,24.8,24.8,1,1 - 12
186,Common,0,No,No,Yes,Cabinetry,ROAP,No,Yes,No,No,No,No,T&M,Yes,Mailed check,51.8,1023.85,0,13 - 24
187,Common,0,No,No,No,Countertop,ROAP,No,No,No,Yes,No,No,T&M,No,Electronic check,30.4,82.15,0,1 - 12
188,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Electronic check,19.65,244.8,0,13 - 24
189,DFM,0,Yes,No,Yes,Appliance,ROAP,No,Yes,No,No,No,No,T&M,No,Credit card (automatic),56.6,2379.1,0,37 - 48
190,Common,0,Yes,Yes,Yes,Appliance,ROAP,Yes,No,No,Yes,No,Yes,AMC,Yes,Credit card (automatic),71.9,3173.35,0,37 - 48
191,Common,0,Yes,No,Yes,Cabinetry,North America,No,Yes,Yes,No,No,Yes,T&M,Yes,Electronic check,91.0,531.0,1,1 - 12
192,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),19.75,1375.4,0,61 - 72
193,DFM,0,Yes,Yes,Yes,Appliance,North America,Yes,Yes,Yes,No,Yes,Yes,Fixed Price,No,Credit card (automatic),109.7,8129.3,0,61 - 72
194,Common,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),19.3,1192.7,0,49 - 60
195,DFM,0,Yes,No,Yes,Cabinetry,North America,Yes,Yes,No,Yes,Yes,No,T&M,Yes,Electronic check,96.55,1901.65,0,13 - 24
196,Common,0,Yes,Yes,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Bank transfer (automatic),24.1,587.4,0,13 - 24
197,Common,0,No,No,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,T&M,Yes,Electronic check,111.35,6519.75,0,49 - 60
198,Common,0,Yes,Yes,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),112.25,8041.65,0,61 - 72
199,Common,0,No,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.75,20.75,0,1 - 12
200,DFM,0,Yes,No,Yes,Cabinetry,North America,Yes,No,No,Yes,Yes,Yes,AMC,Yes,Credit card (automatic),101.9,2681.15,0,25 - 36
201,DFM,0,No,No,Yes,Cabinetry,North America,No,Yes,No,Yes,No,No,T&M,Yes,Credit card (automatic),80.05,1112.3,0,13 - 24
202,Common,0,Yes,Yes,Yes,Appliance,North America,Yes,No,Yes,No,Yes,Yes,Fixed Price,No,Electronic check,105.55,7405.5,0,61 - 72
203,Common,0,No,Yes,Yes,Cabinetry,North America,No,No,No,No,Yes,No,T&M,Yes,Credit card (automatic),78.3,1033.95,0,13 - 24
204,Common,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Credit card (automatic),68.85,2958.95,0,37 - 48
205,DFM,0,No,No,Yes,Cabinetry,North America,No,Yes,No,Yes,No,No,AMC,Yes,Bank transfer (automatic),79.95,2684.85,0,25 - 36
206,Common,0,Yes,Yes,No,Countertop,ROAP,Yes,Yes,Yes,Yes,No,Yes,Fixed Price,Yes,Credit card (automatic),55.45,4179.2,0,61 - 72
207,Common,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,Yes,T&M,No,Electronic check,79.9,79.9,1,1 - 12
208,DFM,0,No,No,Yes,Cabinetry,North America,Yes,No,Yes,Yes,Yes,Yes,T&M,Yes,Electronic check,106.6,1934.45,1,13 - 24
209,Common,0,Yes,No,Yes,Cabinetry,North America,No,Yes,Yes,Yes,Yes,Yes,AMC,Yes,Credit card (automatic),102.45,6654.1,0,61 - 72
210,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Credit card (automatic),46.0,84.5,1,1 - 12
211,DFM,0,No,No,No,Countertop,ROAP,No,No,No,No,No,No,T&M,No,Electronic check,25.25,25.25,0,1 - 12
212,Common,0,No,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.75,1124.2,0,61 - 72
213,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Electronic check,20.0,540.05,0,25 - 36
214,Common,1,Yes,No,Yes,Appliance,North America,No,No,No,No,No,Yes,T&M,No,Electronic check,86.8,1975.85,0,13 - 24
215,DFM,0,Yes,No,No,Countertop,ROAP,Yes,Yes,Yes,No,Yes,Yes,T&M,Yes,Bank transfer (automatic),58.75,3437.45,0,49 - 60
216,Common,0,Yes,Yes,No,Countertop,ROAP,Yes,Yes,Yes,Yes,No,No,Fixed Price,No,Credit card (automatic),45.25,3139.8,0,61 - 72
217,Common,0,Yes,No,No,Countertop,ROAP,Yes,Yes,Yes,Yes,Yes,No,Fixed Price,Yes,Bank transfer (automatic),56.6,3789.2,0,61 - 72
218,Common,0,Yes,Yes,Yes,Appliance,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),84.2,5324.5,0,61 - 72
219,DFM,0,No,No,Yes,Cabinetry,North America,No,No,No,No,Yes,No,T&M,Yes,Bank transfer (automatic),80.0,624.6,0,1 - 12
220,DFM,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,70.15,268.35,1,1 - 12
221,DFM,0,Yes,No,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),24.75,1836.9,0,61 - 72
222,Common,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,Yes,Electronic check,20.2,20.2,0,1 - 12
223,Common,0,Yes,No,Yes,Cabinetry,ROAP,No,No,No,Yes,No,No,T&M,No,Mailed check,50.05,179.35,1,1 - 12
224,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,Yes,Bank transfer (automatic),19.35,219.35,0,1 - 12
225,Common,0,No,No,No,Countertop,ROAP,Yes,No,No,No,Yes,Yes,AMC,Yes,Mailed check,50.6,1288.75,0,13 - 24
226,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,No,Yes,Yes,Yes,Yes,AMC,Yes,Mailed check,81.15,2545.75,0,25 - 36
227,DFM,0,Yes,No,Yes,Cabinetry,ROAP,No,No,No,No,Yes,No,T&M,No,Mailed check,55.2,55.2,1,1 - 12
228,Common,0,No,No,Yes,Appliance,North America,No,No,No,Yes,No,Yes,T&M,Yes,Credit card (automatic),89.9,2723.15,0,25 - 36
229,DFM,0,Yes,Yes,Yes,Appliance,ROAP,Yes,Yes,No,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),85.3,4107.25,0,37 - 48
230,Common,0,No,No,Yes,Appliance,North America,Yes,Yes,No,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),108.0,5760.65,0,49 - 60
231,Common,0,No,No,Yes,Cabinetry,North America,Yes,Yes,No,Yes,No,Yes,T&M,Yes,Credit card (automatic),93.5,4747.5,0,49 - 60
232,Common,0,No,No,Yes,Cabinetry,North America,Yes,No,No,No,No,Yes,T&M,Yes,Mailed check,84.6,84.6,1,1 - 12
233,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),20.25,1566.9,0,61 - 72
234,DFM,0,No,No,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Electronic check,25.15,702.0,0,25 - 36
235,Common,0,No,No,Yes,Appliance,ROAP,No,Yes,No,No,No,No,T&M,Yes,Mailed check,54.4,114.1,1,1 - 12
236,DFM,0,No,No,No,Countertop,ROAP,No,No,No,Yes,No,No,Fixed Price,Yes,Mailed check,29.6,299.05,0,1 - 12
237,Common,0,Yes,No,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,73.15,1305.95,0,13 - 24
238,DFM,1,No,No,Yes,Cabinetry,North America,No,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,95.0,1120.3,1,1 - 12
239,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.75,284.35,0,13 - 24
240,DFM,0,No,No,Yes,Appliance,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Bank transfer (automatic),86.6,6350.5,0,61 - 72
241,Common,0,No,No,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Bank transfer (automatic),109.2,7878.3,0,61 - 72
242,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,No,No,Yes,Yes,Yes,AMC,Yes,Credit card (automatic),74.7,3187.65,0,37 - 48
243,DFM,1,Yes,No,Yes,Cabinetry,North America,Yes,Yes,Yes,No,No,Yes,T&M,No,Electronic check,94.4,6126.15,0,61 - 72
244,DFM,1,No,No,Yes,Cabinetry,ROAP,No,Yes,Yes,No,No,No,T&M,Yes,Electronic check,54.8,731.3,0,13 - 24
245,Common,1,No,No,Yes,Cabinetry,North America,Yes,No,No,No,No,No,T&M,No,Electronic check,75.35,273.4,0,1 - 12
246,Common,0,No,No,Yes,Appliance,ROAP,No,No,Yes,No,No,Yes,AMC,No,Mailed check,65.0,2531.8,0,37 - 48
247,Common,1,No,No,Yes,Cabinetry,North America,No,Yes,No,No,No,No,T&M,Yes,Electronic check,74.4,1074.3,1,13 - 24
248,Common,0,No,No,Yes,Cabinetry,ROAP,Yes,No,No,No,No,No,T&M,Yes,Mailed check,48.55,48.55,1,1 - 12
249,Common,0,No,No,Yes,Appliance,North America,Yes,Yes,Yes,No,No,Yes,AMC,Yes,Electronic check,99.0,4298.45,0,37 - 48
250,DFM,0,Yes,No,Yes,Cabinetry,North America,Yes,Yes,Yes,No,Yes,No,AMC,Yes,Electronic check,93.5,4619.55,0,49 - 60
251,DFM,0,Yes,Yes,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Electronic check,70.4,147.15,1,1 - 12
252,Common,1,Yes,No,No,Countertop,ROAP,No,Yes,No,No,Yes,No,T&M,No,Electronic check,40.2,40.2,1,1 - 12
253,Common,0,No,Yes,Yes,Appliance,ROAP,No,Yes,Yes,Yes,Yes,Yes,AMC,No,Credit card (automatic),83.7,2633.3,0,25 - 36
254,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,19.85,193.05,0,1 - 12
255,DFM,0,Yes,Yes,No,Countertop,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Electronic check,59.55,4103.9,0,61 - 72
256,DFM,0,Yes,Yes,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),115.1,7008.15,0,61 - 72
257,Common,0,No,No,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,AMC,No,Credit card (automatic),114.35,5791.1,0,49 - 60
258,DFM,0,Yes,No,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Credit card (automatic),44.6,80.55,1,1 - 12
259,DFM,1,Yes,No,No,Countertop,ROAP,Yes,No,Yes,No,No,Yes,T&M,Yes,Electronic check,45.0,1228.65,0,25 - 36
260,Common,1,No,No,No,Countertop,ROAP,No,No,Yes,No,No,Yes,T&M,Yes,Electronic check,41.15,132.2,1,1 - 12
261,Common,1,No,No,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,106.9,1364.3,1,13 - 24
262,Common,1,Yes,No,Yes,Appliance,North America,No,Yes,No,No,No,Yes,T&M,Yes,Electronic check,89.85,4925.35,0,49 - 60
263,DFM,0,No,No,No,Countertop,ROAP,Yes,Yes,No,Yes,No,Yes,Fixed Price,Yes,Bank transfer (automatic),49.85,1520.1,0,25 - 36
264,DFM,0,Yes,No,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,AMC,No,Mailed check,113.3,5032.25,0,37 - 48
265,DFM,0,Yes,Yes,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Mailed check,88.1,5526.75,0,61 - 72
266,Common,0,No,No,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),24.9,1195.25,0,49 - 60
267,DFM,1,No,No,Yes,Cabinetry,North America,Yes,Yes,No,Yes,Yes,Yes,T&M,Yes,Mailed check,105.0,2007.25,0,13 - 24
268,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.35,1099.6,1,49 - 60
269,DFM,0,Yes,No,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Credit card (automatic),24.25,1732.95,0,61 - 72
270,DFM,1,No,No,Yes,Cabinetry,North America,No,No,No,Yes,Yes,Yes,T&M,Yes,Electronic check,94.45,1511.2,1,13 - 24
271,Common,0,Yes,No,Yes,Cabinetry,ROAP,Yes,Yes,No,Yes,No,No,Fixed Price,Yes,Electronic check,59.75,3450.15,0,49 - 60
272,Common,0,No,No,No,Countertop,ROAP,No,No,No,No,No,No,T&M,No,Bank transfer (automatic),24.8,24.8,1,1 - 12
273,Common,1,Yes,No,Yes,Appliance,North America,No,Yes,No,Yes,Yes,Yes,T&M,No,Electronic check,107.05,2172.05,0,13 - 24
274,Common,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Mailed check,70.6,70.6,1,1 - 12
275,Common,0,Yes,No,Yes,Appliance,North America,No,Yes,No,Yes,No,No,T&M,Yes,Electronic check,85.4,401.1,1,1 - 12
276,DFM,0,Yes,No,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,105.05,5624.85,1,49 - 60
277,Common,1,Yes,No,Yes,Cabinetry,ROAP,Yes,Yes,No,No,No,Yes,T&M,Yes,Bank transfer (automatic),64.95,1339.8,0,13 - 24
278,Common,0,No,No,No,Countertop,ROAP,No,No,Yes,Yes,Yes,Yes,T&M,Yes,Electronic check,55.0,771.95,0,13 - 24
279,DFM,0,No,No,Yes,Cabinetry,ROAP,No,Yes,No,No,No,No,T&M,No,Bank transfer (automatic),50.55,244.75,0,1 - 12
280,DFM,0,No,No,Yes,Cabinetry,ROAP,Yes,Yes,No,No,No,No,T&M,No,Mailed check,55.15,322.9,0,1 - 12
281,DFM,0,No,No,Yes,Cabinetry,ROAP,No,Yes,No,No,No,No,T&M,No,Electronic check,51.2,498.25,0,1 - 12
282,DFM,0,No,Yes,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,25.4,25.4,0,1 - 12
283,DFM,0,No,No,Yes,Appliance,ROAP,Yes,No,No,No,No,No,T&M,No,Mailed check,54.45,3687.75,0,61 - 72
284,Common,0,Yes,Yes,Yes,Cabinetry,North America,No,No,Yes,No,Yes,Yes,T&M,No,Mailed check,95.15,1779.95,1,13 - 24
285,DFM,0,No,No,Yes,Appliance,North America,No,No,No,No,No,No,AMC,Yes,Credit card (automatic),76.0,1783.6,0,13 - 24
286,DFM,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Electronic check,44.35,927.15,0,13 - 24
287,Common,0,Yes,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Electronic check,70.0,70.0,1,1 - 12
288,Common,1,No,No,Yes,Cabinetry,North America,No,Yes,No,No,No,No,T&M,Yes,Electronic check,74.5,606.55,1,1 - 12
289,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Credit card (automatic),44.85,435.4,1,1 - 12
290,Common,1,No,No,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,76.1,1712.7,1,13 - 24
291,Common,0,No,No,Yes,Cabinetry,ROAP,Yes,Yes,Yes,No,No,No,AMC,No,Mailed check,61.2,2021.2,0,25 - 36
292,Common,0,Yes,Yes,Yes,Cabinetry,North America,No,Yes,Yes,Yes,No,No,AMC,No,Mailed check,86.8,1940.8,0,13 - 24
293,DFM,1,No,No,Yes,Cabinetry,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,89.35,567.8,0,1 - 12
294,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.7,220.35,0,1 - 12
295,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.25,20.25,0,1 - 12
296,DFM,0,Yes,Yes,Yes,Cabinetry,North America,No,No,Yes,No,No,No,Fixed Price,No,Electronic check,76.05,5436.45,0,61 - 72
297,Common,1,Yes,No,Yes,Appliance,North America,No,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,100.8,3437.5,0,25 - 36
298,Common,0,Yes,Yes,Yes,Appliance,ROAP,No,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,74.55,3015.75,0,37 - 48
299,DFM,0,No,Yes,Yes,Cabinetry,North America,Yes,No,No,No,No,No,T&M,Yes,Mailed check,73.6,73.6,1,1 - 12
300,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),64.9,1509.8,0,13 - 24
301,DFM,1,No,No,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,95.45,396.1,1,1 - 12
302,Common,0,No,No,Yes,Cabinetry,North America,No,No,Yes,Yes,No,Yes,T&M,Yes,Electronic check,90.4,356.65,0,1 - 12
303,DFM,0,Yes,Yes,No,Countertop,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),60.3,4109.0,0,61 - 72
304,Common,0,No,Yes,Yes,Appliance,North America,No,Yes,No,No,No,No,T&M,Yes,Mailed check,81.85,3141.7,0,37 - 48
305,Common,0,Yes,Yes,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,24.8,1229.1,0,49 - 60
306,Common,1,Yes,No,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,74.9,2303.35,1,25 - 36
307,Common,0,Yes,Yes,Yes,Cabinetry,ROAP,No,No,Yes,Yes,Yes,Yes,Fixed Price,No,Mailed check,75.55,2054.4,0,25 - 36
308,Common,1,Yes,Yes,Yes,Appliance,North America,No,Yes,No,No,Yes,Yes,T&M,No,Electronic check,101.15,3741.85,0,37 - 48
309,Common,0,No,Yes,Yes,Appliance,ROAP,Yes,No,Yes,No,Yes,Yes,AMC,Yes,Credit card (automatic),78.75,3682.45,0,37 - 48
310,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Bank transfer (automatic),19.25,19.25,0,1 - 12
311,DFM,0,No,No,Yes,Cabinetry,North America,Yes,No,No,Yes,No,Yes,T&M,Yes,Electronic check,89.05,1886.25,0,13 - 24
312,DFM,0,No,No,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),115.05,4895.1,0,37 - 48
313,DFM,1,Yes,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,69.35,341.6,0,1 - 12
314,Common,0,No,No,Yes,Cabinetry,North America,No,No,No,No,Yes,No,T&M,Yes,Electronic check,80.6,415.55,1,1 - 12
315,Common,0,Yes,Yes,Yes,Appliance,North America,Yes,Yes,No,Yes,Yes,Yes,AMC,No,Credit card (automatic),110.05,5686.4,0,49 - 60
316,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Credit card (automatic),19.9,1355.1,0,61 - 72
317,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,Yes,No,Yes,Yes,Yes,AMC,No,Credit card (automatic),80.3,3058.65,1,37 - 48
318,Common,1,Yes,No,Yes,Cabinetry,North America,No,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,93.15,2231.05,1,13 - 24
319,Common,0,Yes,No,Yes,Appliance,North America,No,No,No,Yes,Yes,No,T&M,Yes,Credit card (automatic),91.5,3236.35,0,25 - 36
320,DFM,1,No,No,Yes,Appliance,ROAP,Yes,Yes,No,Yes,Yes,Yes,AMC,No,Bank transfer (automatic),82.45,4350.1,1,49 - 60
321,DFM,0,Yes,Yes,No,Countertop,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Electronic check,60.0,4264.0,0,61 - 72
322,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Electronic check,44.8,44.8,0,1 - 12
323,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,No,No,No,No,No,AMC,No,Mailed check,48.6,422.3,0,1 - 12
324,Common,0,No,No,No,Countertop,ROAP,Yes,Yes,No,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),60.05,4176.7,0,61 - 72
325,DFM,0,Yes,No,Yes,Appliance,North America,No,Yes,No,Yes,Yes,Yes,T&M,Yes,Credit card (automatic),102.7,5138.1,0,49 - 60
326,DFM,1,Yes,No,Yes,Cabinetry,North America,No,No,No,Yes,Yes,No,T&M,Yes,Electronic check,82.9,880.05,0,1 - 12
327,DFM,1,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,70.35,139.05,1,1 - 12
328,DFM,1,Yes,Yes,No,Countertop,ROAP,No,No,No,No,Yes,No,T&M,Yes,Electronic check,35.9,973.65,0,25 - 36
329,DFM,1,No,No,Yes,Appliance,North America,No,No,Yes,No,No,No,T&M,Yes,Credit card (automatic),82.65,1470.05,0,13 - 24
330,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Mailed check,19.85,739.35,0,25 - 36
331,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,Yes,Mailed check,19.2,161.95,0,1 - 12
332,Common,0,No,No,Yes,Appliance,North America,No,Yes,Yes,No,Yes,No,AMC,Yes,Credit card (automatic),94.9,4422.95,0,37 - 48
333,DFM,0,No,No,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,73.85,511.25,1,1 - 12
334,DFM,0,No,No,Yes,Appliance,North America,No,No,Yes,No,No,No,T&M,No,Mailed check,80.6,155.8,1,1 - 12
335,Common,0,Yes,Yes,Yes,Appliance,ROAP,No,Yes,Yes,Yes,No,Yes,AMC,Yes,Bank transfer (automatic),75.8,5293.95,1,61 - 72
336,DFM,0,No,No,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,Fixed Price,Yes,Electronic check,104.6,4759.85,1,37 - 48
337,DFM,0,No,No,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Electronic check,88.15,6148.45,0,61 - 72
338,DFM,0,No,No,Yes,Cabinetry,North America,No,Yes,No,No,Yes,Yes,T&M,Yes,Credit card (automatic),94.8,3565.65,0,25 - 36
339,Common,0,Yes,No,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,103.4,6603.0,1,61 - 72
340,DFM,1,No,No,Yes,Cabinetry,ROAP,No,Yes,No,Yes,No,No,T&M,No,Bank transfer (automatic),54.65,1830.1,0,25 - 36
341,DFM,0,Yes,No,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),85.75,6223.8,0,61 - 72
342,DFM,0,Yes,Yes,Yes,Appliance,ROAP,Yes,Yes,Yes,No,No,No,T&M,Yes,Bank transfer (automatic),67.45,4508.65,0,61 - 72
343,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,20.5,1328.15,0,61 - 72
344,DFM,0,No,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,Yes,Credit card (automatic),20.25,865.0,0,37 - 48
345,DFM,1,No,No,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,72.1,72.1,0,1 - 12
346,DFM,0,No,No,Yes,Cabinetry,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,90.4,168.2,1,1 - 12
347,DFM,0,Yes,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),19.45,1303.5,0,61 - 72
348,DFM,0,No,No,No,Countertop,ROAP,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,44.95,996.85,0,13 - 24
349,DFM,1,Yes,No,Yes,Cabinetry,North America,Yes,Yes,Yes,No,No,Yes,AMC,No,Bank transfer (automatic),97.0,6430.9,0,61 - 72
350,Common,0,Yes,Yes,Yes,Appliance,ROAP,Yes,No,Yes,Yes,No,No,Fixed Price,Yes,Credit card (automatic),62.8,2278.75,0,37 - 48
351,Common,0,No,Yes,Yes,Cabinetry,ROAP,No,No,No,No,No,No,AMC,No,Mailed check,44.6,681.4,0,13 - 24
352,DFM,1,No,No,Yes,Cabinetry,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,89.15,574.35,0,1 - 12
353,Common,0,Yes,Yes,Yes,Appliance,North America,No,Yes,Yes,No,No,No,T&M,Yes,Bank transfer (automatic),84.8,371.9,1,1 - 12
